사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤,구분
6779184,2022040,4413110200,44131001,충청남도 천안시 동남구1,충청남도 천안시 동남구 성황동(포토베이스 부근),8,8,0,8,0,0,127.149146410779,36.812778481643,"{""type"":""Polygon"",""coordinates"":[[[127.15004473,36.81277848],[127.15002747,36.81263817],[127.14997635,36.81250326],[127.14989333,36.81237892],[127.14978162,36.81226994],[127.14964549,36.8121805],[127.14949018,36.81211403],[127.14932166,36.81207311],[127.14914641,36.81205929],[127.14897116,36.81207311],[127.14880264,36.81211403],[127.14864733,36.8121805],[127.14851121,36.81226994],[127.14839949,36.81237892],[127.14831648,36.81250326],[127.14826536,36.81263817],[127.1482481,36.81277848],[127.14826536,36.81291879],[127.14831648,36.8130537],[127.14839949,36.81317804],[127.14851121,36.81328702],[127.14864733,36.81337646],[127.14880264,36.81344292],[127.14897116,36.81348385],[127.14914641,36.81349767],[127.14932166,36.81348385],[127.14949018,36.81344292],[127.14964549,36.81337646],[127.14978162,36.81328702],[127.14989333,36.81317804],[127.14997635,36.8130537],[127.15002747,36.81291879],[127.15004473,36.81277848]]]}",보행자 사고다발지역
6778889,2022040,4413110500,44131002,충청남도 천안시 동남구2,충청남도 천안시 동남구 영성동(남산사거리 부근),8,8,0,8,0,0,127.149203164296,36.800338396301,"{""type"":""Polygon"",""coordinates"":[[[127.15010148,36.8003384],[127.15008422,36.80019807],[127.1500331,36.80006313],[127.14995009,36.79993877],[127.14983837,36.79982977],[127.14970224,36.79974031],[127.14954693,36.79967384],[127.14937842,36.79963291],[127.14920316,36.79961909],[127.14902791,36.79963291],[127.14885939,36.79967384],[127.14870409,36.79974031],[127.14856796,36.79982977],[127.14845624,36.79993877],[127.14837323,36.80006313],[127.14832211,36.80019807],[127.14830485,36.8003384],[127.14832211,36.80047873],[127.14837323,36.80061366],[127.14845624,36.80073802],[127.14856796,36.80084702],[127.14870409,36.80093648],[127.14885939,36.80100295],[127.14902791,36.80104388],[127.14920316,36.8010577],[127.14937842,36.80104388],[127.14954693,36.80100295],[127.14970224,36.80093648],[127.14983837,36.80084702],[127.14995009,36.80073802],[127.1500331,36.80061366],[127.15008422,36.80047873],[127.15010148,36.8003384]]]}",보행자 사고다발지역
6779136,2022040,4413110900,44131003,충청남도 천안시 동남구3,충청남도 천안시 동남구 청수동(속성변화점 부근),7,8,1,6,1,0,127.152804860957,36.797103676994,"{""type"":""Polygon"",""coordinates"":[[[127.15370318,36.79710368],[127.15368592,36.79696334],[127.1536348,36.7968284],[127.15355178,36.79670403],[127.15344007,36.79659503],[127.15330394,36.79650557],[127.15314863,36.79643909],[127.15298011,36.79639816],[127.15280486,36.79638434],[127.15262961,36.79639816],[127.15246109,36.79643909],[127.15230578,36.79650557],[127.15216966,36.79659503],[127.15205794,36.79670403],[127.15197493,36.7968284],[127.15192381,36.79696334],[127.15190655,36.79710368],[127.15192381,36.79724401],[127.15197493,36.79737895],[127.15205794,36.79750332],[127.15216966,36.79761232],[127.15230578,36.79770178],[127.15246109,36.79776825],[127.15262961,36.79780919],[127.15280486,36.79782301],[127.15298011,36.79780919],[127.15314863,36.79776825],[127.15330394,36.79770178],[127.15344007,36.79761232],[127.15355178,36.79750332],[127.1536348,36.79737895],[127.15368592,36.79724401],[127.15370318,36.79710368]]]}",보행자 사고다발지역
6779344,2022040,4413110100,44131004,충청남도 천안시 동남구4,충청남도 천안시 동남구 대흥동(천안역앞교차로 부근),7,7,0,7,0,0,127.148935356982,36.809893165138,"{""type"":""Polygon"",""coordinates"":[[[127.14983367,36.80989317],[127.14981641,36.80975285],[127.14976529,36.80961793],[127.14968228,36.80949359],[127.14957056,36.8093846],[127.14943443,36.80929516],[127.14927913,36.80922869],[127.14911061,36.80918777],[127.14893536,36.80917395],[127.1487601,36.80918777],[127.14859159,36.80922869],[127.14843628,36.80929516],[127.14830015,36.8093846],[127.14818844,36.80949359],[127.14810542,36.80961793],[127.1480543,36.80975285],[127.14803704,36.80989317],[127.1480543,36.81003348],[127.14810542,36.8101684],[127.14818844,36.81029274],[127.14830015,36.81040173],[127.14843628,36.81049117],[127.14859159,36.81055763],[127.1487601,36.81059856],[127.14893536,36.81061238],[127.14911061,36.81059856],[127.14927913,36.81055763],[127.14943443,36.81049117],[127.14957056,36.81040173],[127.14968228,36.81029274],[127.14976529,36.8101684],[127.14981641,36.81003348],[127.14983367,36.80989317]]]}",보행자 사고다발지역
6779249,2022040,4413310400,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 두정동(프라지움1차 부근),7,12,3,9,0,0,127.138288513505,36.832938763814,"{""type"":""Polygon"",""coordinates"":[[[127.13918683,36.83293876],[127.13916957,36.83279849],[127.13911845,36.83266361],[127.13903544,36.83253931],[127.13892372,36.83243035],[127.13878759,36.83234094],[127.13863228,36.83227449],[127.13846377,36.83223358],[127.13828851,36.83221976],[127.13811326,36.83223358],[127.13794474,36.83227449],[127.13778944,36.83234094],[127.13765331,36.83243035],[127.13754159,36.83253931],[127.13745858,36.83266361],[127.13740746,36.83279849],[127.1373902,36.83293876],[127.13740746,36.83307903],[127.13745858,36.83321391],[127.13754159,36.83333822],[127.13765331,36.83344717],[127.13778944,36.83353659],[127.13794474,36.83360303],[127.13811326,36.83364394],[127.13828851,36.83365776],[127.13846377,36.83364394],[127.13863228,36.83360303],[127.13878759,36.83353659],[127.13892372,36.83344717],[127.13903544,36.83333822],[127.13911845,36.83321391],[127.13916957,36.83307903],[127.13918683,36.83293876]]]}",보행자 사고다발지역
6779349,2022040,4413310400,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 두정동(대전지방고용노동청천 부근),7,8,0,7,1,0,127.133576803428,36.833284920963,"{""type"":""Polygon"",""coordinates"":[[[127.13447512,36.83328492],[127.13445786,36.83314465],[127.13440674,36.83300977],[127.13432373,36.83288547],[127.13421201,36.83277651],[127.13407588,36.83268709],[127.13392057,36.83262065],[127.13375206,36.83257974],[127.1335768,36.83256592],[127.13340155,36.83257974],[127.13323303,36.83262065],[127.13307773,36.83268709],[127.1329416,36.83277651],[127.13282988,36.83288547],[127.13274687,36.83300977],[127.13269575,36.83314465],[127.13267849,36.83328492],[127.13269575,36.83342519],[127.13274687,36.83356007],[127.13282988,36.83368437],[127.1329416,36.83379333],[127.13307773,36.83388274],[127.13323303,36.83394918],[127.13340155,36.8339901],[127.1335768,36.83400391],[127.13375206,36.8339901],[127.13392057,36.83394918],[127.13407588,36.83388274],[127.13421201,36.83379333],[127.13432373,36.83368437],[127.13440674,36.83356007],[127.13445786,36.83342519],[127.13447512,36.83328492]]]}",보행자 사고다발지역
6838256,2023060,4413110900,44131001,충남 천안시 동남구1,충남 천안시 동남구 청수동(청수 행복어린이집 부근),7,8,1,6,1,0,127.152843360176,36.797266053194,"{""type"":""Polygon"",""coordinates"":[[[127.15374168,36.79726605],[127.15372441,36.79712572],[127.1536733,36.79699078],[127.15359028,36.79686641],[127.15347857,36.7967574],[127.15334244,36.79666795],[127.15318713,36.79660147],[127.15301861,36.79656054],[127.15284336,36.79654671],[127.15266811,36.79656054],[127.15249959,36.79660147],[127.15234428,36.79666795],[127.15220816,36.7967574],[127.15209644,36.79686641],[127.15201343,36.79699078],[127.15196231,36.79712572],[127.15194504,36.79726605],[127.15196231,36.79740639],[127.15201343,36.79754133],[127.15209644,36.79766569],[127.15220816,36.7977747],[127.15234428,36.79786416],[127.15249959,36.79793063],[127.15266811,36.79797156],[127.15284336,36.79798538],[127.15301861,36.79797156],[127.15318713,36.79793063],[127.15334244,36.79786416],[127.15347857,36.7977747],[127.15359028,36.79766569],[127.1536733,36.79754133],[127.15372441,36.79740639],[127.15374168,36.79726605]]]}",보행자 사고다발지역
6838229,2023060,4413110400,44131002,충남 천안시 동남구2,충남 천안시 동남구 사직동(순복음온누리평화교회 부근),7,7,0,7,0,0,127.148803970436,36.800612165561,"{""type"":""Polygon"",""coordinates"":[[[127.14970229,36.80061217],[127.14968502,36.80047184],[127.14963391,36.8003369],[127.14955089,36.80021254],[127.14943918,36.80010354],[127.14930305,36.80001408],[127.14914774,36.79994761],[127.14897922,36.79990668],[127.14880397,36.79989286],[127.14862872,36.79990668],[127.1484602,36.79994761],[127.14830489,36.80001408],[127.14816877,36.80010354],[127.14805705,36.80021254],[127.14797404,36.8003369],[127.14792292,36.80047184],[127.14790566,36.80061217],[127.14792292,36.80075249],[127.14797404,36.80088743],[127.14805705,36.80101179],[127.14816877,36.80112079],[127.14830489,36.80121024],[127.1484602,36.80127671],[127.14862872,36.80131764],[127.14880397,36.80133147],[127.14897922,36.80131764],[127.14914774,36.80127671],[127.14930305,36.80121024],[127.14943918,36.80112079],[127.14955089,36.80101179],[127.14963391,36.80088743],[127.14968502,36.80075249],[127.14970229,36.80061217]]]}",보행자 사고다발지역
6838580,2023060,4413111800,44131003,충남 천안시 동남구3,충남 천안시 동남구 신부동(에이프릴의원 부근),9,10,0,10,0,0,127.15549406511,36.818597975209,"{""type"":""Polygon"",""coordinates"":[[[127.15639238,36.81859798],[127.15637512,36.81845768],[127.156324,36.81832277],[127.15624099,36.81819844],[127.15612927,36.81808947],[127.15599314,36.81800003],[127.15583784,36.81793358],[127.15566932,36.81789266],[127.15549407,36.81787884],[127.15531881,36.81789266],[127.15515029,36.81793358],[127.15499499,36.81800003],[127.15485886,36.81808947],[127.15474714,36.81819844],[127.15466413,36.81832277],[127.15461301,36.81845768],[127.15459575,36.81859798],[127.15461301,36.81873827],[127.15466413,36.81887318],[127.15474714,36.8189975],[127.15485886,36.81910648],[127.15499499,36.81919591],[127.15515029,36.81926237],[127.15531881,36.81930329],[127.15549407,36.81931711],[127.15566932,36.81930329],[127.15583784,36.81926237],[127.15599314,36.81919591],[127.15612927,36.81910648],[127.15624099,36.8189975],[127.156324,36.81887318],[127.15637512,36.81873827],[127.15639238,36.81859798]]]}",보행자 사고다발지역
6838567,2023060,4413111800,44131004,충남 천안시 동남구4,충남 천안시 동남구 신부동(방죽안오거리 부근),7,10,0,8,2,0,127.152005828767,36.818862765322,"{""type"":""Polygon"",""coordinates"":[[[127.15290414,36.81886277],[127.15288688,36.81872247],[127.15283576,36.81858756],[127.15275275,36.81846324],[127.15264103,36.81835426],[127.15250491,36.81826483],[127.1523496,36.81819837],[127.15218108,36.81815745],[127.15200583,36.81814363],[127.15183058,36.81815745],[127.15166206,36.81819837],[127.15150675,36.81826483],[127.15137062,36.81835426],[127.15125891,36.81846324],[127.15117589,36.81858756],[127.15112477,36.81872247],[127.15110751,36.81886277],[127.15112477,36.81900306],[127.15117589,36.81913796],[127.15125891,36.81926229],[127.15137062,36.81937127],[127.15150675,36.8194607],[127.15166206,36.81952715],[127.15183058,36.81956808],[127.15200583,36.81958189],[127.15218108,36.81956808],[127.1523496,36.81952715],[127.15250491,36.8194607],[127.15264103,36.81937127],[127.15275275,36.81926229],[127.15283576,36.81913796],[127.15288688,36.81900306],[127.15290414,36.81886277]]]}",보행자 사고다발지역
6838540,2023060,4413310400,44133001,충남 천안시 서북구1,충남 천안시 서북구 두정동(시엘치과 부근),7,7,0,7,0,0,127.139384906775,36.833616387808,"{""type"":""Polygon"",""coordinates"":[[[127.14028322,36.83361639],[127.14026596,36.83347612],[127.14021484,36.83334124],[127.14013183,36.83321694],[127.14002011,36.83310798],[127.13988398,36.83301856],[127.13972868,36.83295212],[127.13956016,36.83291121],[127.13938491,36.83289739],[127.13920965,36.83291121],[127.13904114,36.83295212],[127.13888583,36.83301856],[127.1387497,36.83310798],[127.13863798,36.83321694],[127.13855497,36.83334124],[127.13850385,36.83347612],[127.13848659,36.83361639],[127.13850385,36.83375666],[127.13855497,36.83389153],[127.13863798,36.83401584],[127.1387497,36.83412479],[127.13888583,36.83421421],[127.13904114,36.83428065],[127.13920965,36.83432156],[127.13938491,36.83433538],[127.13956016,36.83432156],[127.13972868,36.83428065],[127.13988398,36.83421421],[127.14002011,36.83412479],[127.14013183,36.83401584],[127.14021484,36.83389153],[127.14026596,36.83375666],[127.14028322,36.83361639]]]}",보행자 사고다발지역
6838293,2023060,4413310400,44133002,충남 천안시 서북구2,충남 천안시 서북구 두정동(송하유승훈소아치과의원 부근),7,9,2,7,0,0,127.13750292755,36.832124219126,"{""type"":""Polygon"",""coordinates"":[[[127.13840124,36.83212422],[127.13838398,36.83198395],[127.13833286,36.83184907],[127.13824985,36.83172476],[127.13813813,36.8316158],[127.138002,36.83152638],[127.1378467,36.83145994],[127.13767818,36.83141902],[127.13750293,36.83140521],[127.13732767,36.83141902],[127.13715916,36.83145994],[127.13700385,36.83152638],[127.13686772,36.8316158],[127.13675601,36.83172476],[127.13667299,36.83184907],[127.13662187,36.83198395],[127.13660461,36.83212422],[127.13662187,36.83226449],[127.13667299,36.83239937],[127.13675601,36.83252368],[127.13686772,36.83263263],[127.13700385,36.83272205],[127.13715916,36.83278849],[127.13732767,36.83282941],[127.13750293,36.83284322],[127.13767818,36.83282941],[127.1378467,36.83278849],[127.138002,36.83272205],[127.13813813,36.83263263],[127.13824985,36.83252368],[127.13833286,36.83239937],[127.13838398,36.83226449],[127.13840124,36.83212422]]]}",보행자 사고다발지역
6932024,2024051,4413110500,44131001,충남 천안시 동남구1,충남 천안시 동남구 영성동(건강누리약국 부근),9,10,2,7,1,0,127.152233654263,36.797863587657,"{""type"":""Polygon"",""coordinates"":[[[127.15313197,36.79764251],[127.15311471,36.79750157],[127.15306359,36.79736605],[127.15298058,36.79724115],[127.15286886,36.79713167],[127.15273273,36.79704183],[127.15257742,36.79697507],[127.15240891,36.79693396],[127.15223365,36.79692008],[127.1520584,36.79693396],[127.15188988,36.79697507],[127.15173458,36.79704183],[127.15159845,36.79713167],[127.15148673,36.79724115],[127.15140372,36.79736605],[127.1513526,36.79750157],[127.15133534,36.79764251],[127.1513526,36.79778345],[127.15140372,36.79791898],[127.15148673,36.79804387],[127.15159845,36.79815335],[127.15173458,36.79824319],[127.15188988,36.79830995],[127.1520584,36.79835106],[127.15223365,36.79836494],[127.15240891,36.79835106],[127.15257742,36.79830995],[127.15273273,36.79824319],[127.15286886,36.79815335],[127.15298058,36.79804387],[127.15306359,36.79791898],[127.15311471,36.79778345],[127.15313197,36.79764251]]]}",보행자 사고다발지역
6932106,2024051,4413111800,44131002,충남 천안시 동남구2,충남 천안시 동남구 신부동(조인약국 부근),7,7,1,6,0,0,127.155826465965,36.818622528186,"{""type"":""Polygon"",""coordinates"":[[[127.15672478,36.81840119],[127.15670752,36.81826029],[127.1566564,36.8181248],[127.15657339,36.81799994],[127.15646167,36.81789049],[127.15632554,36.81780067],[127.15617024,36.81773393],[127.15600172,36.81769283],[127.15582647,36.81767895],[127.15565121,36.81769283],[127.1554827,36.81773393],[127.15532739,36.81780067],[127.15519126,36.81789049],[127.15507954,36.81799994],[127.15499653,36.8181248],[127.15494541,36.81826029],[127.15492815,36.81840119],[127.15494541,36.81854209],[127.15499653,36.81867758],[127.15507954,36.81880244],[127.15519126,36.81891189],[127.15532739,36.81900171],[127.1554827,36.81906845],[127.15565121,36.81910955],[127.15582647,36.81912342],[127.15600172,36.81910955],[127.15617024,36.81906845],[127.15632554,36.81900171],[127.15646167,36.81891189],[127.15657339,36.81880244],[127.1566564,36.81867758],[127.15670752,36.81854209],[127.15672478,36.81840119]]]}",보행자 사고다발지역
6932247,2024051,4413111800,44131003,충남 천안시 동남구3,충남 천안시 동남구 신부동(방죽안오거리 부근),7,10,0,8,2,0,127.152960475914,36.818509476208,"{""type"":""Polygon"",""coordinates"":[[[127.15385879,36.81828814],[127.15384153,36.81814724],[127.15379041,36.81801175],[127.1537074,36.81788689],[127.15359568,36.81777744],[127.15345955,36.81768762],[127.15330425,36.81762088],[127.15313573,36.81757978],[127.15296048,36.8175659],[127.15278522,36.81757978],[127.15261671,36.81762088],[127.1524614,36.81768762],[127.15232527,36.81777744],[127.15221355,36.81788689],[127.15213054,36.81801175],[127.15207942,36.81814724],[127.15206216,36.81828814],[127.15207942,36.81842904],[127.15213054,36.81856453],[127.15221355,36.81868939],[127.15232527,36.81879884],[127.1524614,36.81888866],[127.15261671,36.8189554],[127.15278522,36.8189965],[127.15296048,36.81901037],[127.15313573,36.8189965],[127.15330425,36.8189554],[127.15345955,36.81888866],[127.15359568,36.81879884],[127.1537074,36.81868939],[127.15379041,36.81856453],[127.15384153,36.81842904],[127.15385879,36.81828814]]]}",보행자 사고다발지역
6932087,2024051,4413110400,44131004,충남 천안시 동남구4,충남 천안시 동남구 사직동(사직천안종합약국 부근),7,7,0,7,0,0,127.149840239626,36.800750441248,"{""type"":""Polygon"",""coordinates"":[[[127.15073855,36.80052933],[127.15072129,36.8003884],[127.15067017,36.80025288],[127.15058716,36.80012798],[127.15047544,36.80001851],[127.15033932,36.79992867],[127.15018401,36.79986191],[127.15001549,36.7998208],[127.14984024,36.79980692],[127.14966499,36.7998208],[127.14949647,36.79986191],[127.14934116,36.79992867],[127.14920503,36.80001851],[127.14909332,36.80012798],[127.1490103,36.80025288],[127.14895919,36.8003884],[127.14894192,36.80052933],[127.14895919,36.80067026],[127.1490103,36.80080578],[127.14909332,36.80093068],[127.14920503,36.80104015],[127.14934116,36.80112999],[127.14949647,36.80119674],[127.14966499,36.80123785],[127.14984024,36.80125173],[127.15001549,36.80123785],[127.15018401,36.80119674],[127.15033932,36.80112999],[127.15047544,36.80104015],[127.15058716,36.80093068],[127.15067017,36.80080578],[127.15072129,36.80067026],[127.15073855,36.80052933]]]}",보행자 사고다발지역
6931792,2024051,4413310700,44133001,충남 천안시 서북구1,충남 천안시 서북구 쌍용동(일봉산사거리 부근),8,8,0,8,0,0,127.130309656463,36.797923830022,"{""type"":""Polygon"",""coordinates"":[[[127.13120797,36.79770276],[127.13119071,36.79756182],[127.13113959,36.79742629],[127.13105658,36.79730139],[127.13094486,36.79719192],[127.13080873,36.79710207],[127.13065343,36.79703531],[127.13048491,36.7969942],[127.13030966,36.79698032],[127.1301344,36.7969942],[127.12996589,36.79703531],[127.12981058,36.79710207],[127.12967445,36.79719192],[127.12956273,36.79730139],[127.12947972,36.79742629],[127.1294286,36.79756182],[127.12941134,36.79770276],[127.1294286,36.79784369],[127.12947972,36.79797922],[127.12956273,36.79810412],[127.12967445,36.79821359],[127.12981058,36.79830343],[127.12996589,36.79837019],[127.1301344,36.7984113],[127.13030966,36.79842518],[127.13048491,36.7984113],[127.13065343,36.79837019],[127.13080873,36.79830343],[127.13094486,36.79821359],[127.13105658,36.79810412],[127.13113959,36.79797922],[127.13119071,36.79784369],[127.13120797,36.79770276]]]}",보행자 사고다발지역
6931878,2024051,4413310400,44133002,충남 천안시 서북구2,충남 천안시 서북구 두정동(두정먹자골목 부근),7,7,0,7,0,0,127.135991466691,36.832805831477,"{""type"":""Polygon"",""coordinates"":[[[127.13688978,36.83258432],[127.13687252,36.83244344],[127.1368214,36.83230798],[127.13673839,36.83218314],[127.13662667,36.83207371],[127.13649054,36.83198391],[127.13633524,36.83191718],[127.13616672,36.83187609],[127.13599147,36.83186221],[127.13581621,36.83187609],[127.1356477,36.83191718],[127.13549239,36.83198391],[127.13535626,36.83207371],[127.13524454,36.83218314],[127.13516153,36.83230798],[127.13511041,36.83244344],[127.13509315,36.83258432],[127.13511041,36.83272519],[127.13516153,36.83286065],[127.13524454,36.83298549],[127.13535626,36.83309492],[127.13549239,36.83318472],[127.1356477,36.83325145],[127.13581621,36.83329254],[127.13599147,36.83330641],[127.13616672,36.83329254],[127.13633524,36.83325145],[127.13649054,36.83318472],[127.13662667,36.83309492],[127.13673839,36.83298549],[127.1368214,36.83286065],[127.13687252,36.83272519],[127.13688978,36.83258432]]]}",보행자 사고다발지역
6790532,2022051,4413111800,44131001,충청남도 천안시 동남구1,충청남도 천안시 동남구 신부동(방죽안오거리 부근),3,3,0,3,0,0,127.152091471046,36.818520459553,"{""type"":""Polygon"",""coordinates"":[[[127.15298979,36.81852046],[127.15297253,36.81838016],[127.15292141,36.81824526],[127.15283839,36.81812093],[127.15272668,36.81801195],[127.15259055,36.81792252],[127.15243524,36.81785606],[127.15226672,36.81781514],[127.15209147,36.81780132],[127.15191622,36.81781514],[127.1517477,36.81785606],[127.15159239,36.81792252],[127.15145627,36.81801195],[127.15134455,36.81812093],[127.15126154,36.81824526],[127.15121042,36.81838016],[127.15119316,36.81852046],[127.15121042,36.81866076],[127.15126154,36.81879566],[127.15134455,36.81891999],[127.15145627,36.81902896],[127.15159239,36.8191184],[127.1517477,36.81918485],[127.15191622,36.81922577],[127.15209147,36.81923959],[127.15226672,36.81922577],[127.15243524,36.81918485],[127.15259055,36.8191184],[127.15272668,36.81902896],[127.15283839,36.81891999],[127.15292141,36.81879566],[127.15297253,36.81866076],[127.15298979,36.81852046]]]}",음주운전 사고다발지역
6789448,2022051,4413310100,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 와촌동(제2봉명교 부근),4,6,0,4,2,0,127.143401171928,36.806595359289,"{""type"":""Polygon"",""coordinates"":[[[127.14429949,36.80659536],[127.14428223,36.80645504],[127.14423111,36.80632011],[127.14414809,36.80619577],[127.14403638,36.80608677],[127.14390025,36.80599732],[127.14374494,36.80593086],[127.14357642,36.80588993],[127.14340117,36.80587611],[127.14322592,36.80588993],[127.1430574,36.80593086],[127.14290209,36.80599732],[127.14276597,36.80608677],[127.14265425,36.80619577],[127.14257124,36.80632011],[127.14252012,36.80645504],[127.14250286,36.80659536],[127.14252012,36.80673568],[127.14257124,36.8068706],[127.14265425,36.80699495],[127.14276597,36.80710394],[127.14290209,36.80719339],[127.1430574,36.80725985],[127.14322592,36.80730078],[127.14340117,36.8073146],[127.14357642,36.80730078],[127.14374494,36.80725985],[127.14390025,36.80719339],[127.14403638,36.80710394],[127.14414809,36.80699495],[127.14423111,36.8068706],[127.14428223,36.80673568],[127.14429949,36.80659536]]]}",음주운전 사고다발지역
6789446,2022051,4413310200,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 성정동(주공6단지아파트303동 부근),4,6,0,4,2,0,127.136601634459,36.822079992399,"{""type"":""Polygon"",""coordinates"":[[[127.13749995,36.82207999],[127.13748269,36.8219397],[127.13743157,36.8218048],[127.13734856,36.82168048],[127.13723684,36.82157151],[127.13710071,36.82148208],[127.1369454,36.82141563],[127.13677689,36.8213747],[127.13660163,36.82136089],[127.13642638,36.8213747],[127.13625786,36.82141563],[127.13610256,36.82148208],[127.13596643,36.82157151],[127.13585471,36.82168048],[127.1357717,36.8218048],[127.13572058,36.8219397],[127.13570332,36.82207999],[127.13572058,36.82222028],[127.1357717,36.82235518],[127.13585471,36.8224795],[127.13596643,36.82258847],[127.13610256,36.8226779],[127.13625786,36.82274435],[127.13642638,36.82278527],[127.13660163,36.82279909],[127.13677689,36.82278527],[127.1369454,36.82274435],[127.13710071,36.8226779],[127.13723684,36.82258847],[127.13734856,36.8224795],[127.13743157,36.82235518],[127.13748269,36.82222028],[127.13749995,36.82207999]]]}",음주운전 사고다발지역
6789550,2022051,4413310200,44133003,충청남도 천안시 서북구3,충청남도 천안시 서북구 성정동(구상골사거리 부근),3,4,1,3,0,0,127.135720000279,36.818832020682,"{""type"":""Polygon"",""coordinates"":[[[127.13661832,36.81883202],[127.13660105,36.81869172],[127.13654994,36.81855682],[127.13646692,36.81843249],[127.13635521,36.81832352],[127.13621908,36.81823408],[127.13606377,36.81816763],[127.13589525,36.8181267],[127.13572,36.81811288],[127.13554475,36.8181267],[127.13537623,36.81816763],[127.13522092,36.81823408],[127.1350848,36.81832352],[127.13497308,36.81843249],[127.13489007,36.81855682],[127.13483895,36.81869172],[127.13482168,36.81883202],[127.13483895,36.81897232],[127.13489007,36.81910722],[127.13497308,36.81923155],[127.1350848,36.81934052],[127.13522092,36.81942996],[127.13537623,36.81949641],[127.13554475,36.81953733],[127.13572,36.81955115],[127.13589525,36.81953733],[127.13606377,36.81949641],[127.13621908,36.81942996],[127.13635521,36.81934052],[127.13646692,36.81923155],[127.13654994,36.81910722],[127.13660105,36.81897232],[127.13661832,36.81883202]]]}",음주운전 사고다발지역
6792411,2022051,4413310800,44133004,충청남도 천안시 서북구4,충청남도 천안시 서북구 불당동(쌍용3동사무소사거리 부근),3,5,0,4,1,0,127.113804799053,36.806683225751,"{""type"":""Polygon"",""coordinates"":[[[127.11470311,36.80668323],[127.11468585,36.80654291],[127.11463473,36.80640798],[127.11455172,36.80628363],[127.11444,36.80617464],[127.11430388,36.80608519],[127.11414857,36.80601873],[127.11398005,36.8059778],[127.1138048,36.80596398],[127.11362955,36.8059778],[127.11346103,36.80601873],[127.11330572,36.80608519],[127.11316959,36.80617464],[127.11305788,36.80628363],[127.11297486,36.80640798],[127.11292374,36.80654291],[127.11290648,36.80668323],[127.11292374,36.80682354],[127.11297486,36.80695847],[127.11305788,36.80708282],[127.11316959,36.80719181],[127.11330572,36.80728125],[127.11346103,36.80734772],[127.11362955,36.80738865],[127.1138048,36.80740247],[127.11398005,36.80738865],[127.11414857,36.80734772],[127.11430388,36.80728125],[127.11444,36.80719181],[127.11455172,36.80708282],[127.11463473,36.80695847],[127.11468585,36.80682354],[127.11470311,36.80668323]]]}",음주운전 사고다발지역
